prNumber,APM,Network,DB,Error.Handling,Logging,Lang,Data.Structure,DevOps,i18n,Setup,Microservices,UI,Parser,Security,Big.Data,Event.Handling,corpus
HX16411,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0, the resouce gui indicates that only 20 items exists even if more items exists   msv 5.1.0 ep01a rmca 24.40.2 cus 1.21.1  in gui logical reource specification - resources: - it is not shown that more pages with items exists even if it should do - only 20 items exists even if more items exists - its not possible to select number of items per page   
HX16562,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0, when trying to activate a po  referring to a ps that doesnt exist on the catalogmanagement interface  no appropriate error message is returned.    rmca 24.40.2  tried to activate a po referring to a ps that doesnt exist he catalogmanagement interface. a response with  500 - internal server error  and a java.lang.indexoutofboundsexception was returned. see attached enclusure. it should be a response describing the cause of the failure.   
HX16562,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0, when trying to activate a po  referring to a ps that doesnt exist on the catalogmanagement interface  no appropriate error message is returned.    rmca 24.40.2  tried to activate a po referring to a ps that doesnt exist he catalogmanagement interface. a response with  500 - internal server error  and a java.lang.indexoutofboundsexception was returned. see attached enclusure. it should be a response describing the cause of the failure.   
HX16562,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0, when trying to activate a po  referring to a ps that doesnt exist on the catalogmanagement interface  no appropriate error message is returned.    rmca 24.40.2  tried to activate a po referring to a ps that doesnt exist he catalogmanagement interface. a response with  500 - internal server error  and a java.lang.indexoutofboundsexception was returned. see attached enclusure. it should be a response describing the cause of the failure.   
HX17537,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0, unable to find community membership condition in a usage rule on a discount product. also when the condition is disabled  we can drag and drop that condition    1) create a discount on usage ps 2) add a consumer sharing specification with scope contract. 3) add a data cfss. 4) configure a usage rule for the added cfss  click on create condition. now in the condition list the community membership condition is not found.  to reproduce the second error 1) create a base ps 2) add a data cfss 4) configure a usage strategy  click create condition    in the list of conditions community member ship condition is disabled  but it can be dragged into dropzone which should not be possible.    
HX17537,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1, unable to find community membership condition in a usage rule on a discount product. also when the condition is disabled  we can drag and drop that condition    1) create a discount on usage ps 2) add a consumer sharing specification with scope contract. 3) add a data cfss. 4) configure a usage rule for the added cfss  click on create condition. now in the condition list the community membership condition is not found.  to reproduce the second error 1) create a base ps 2) add a data cfss 4) configure a usage strategy  click create condition    in the list of conditions community member ship condition is disabled  but it can be dragged into dropzone which should not be possible.    
HX17537,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0, unable to find community membership condition in a usage rule on a discount product. also when the condition is disabled  we can drag and drop that condition    1) create a discount on usage ps 2) add a consumer sharing specification with scope contract. 3) add a data cfss. 4) configure a usage rule for the added cfss  click on create condition. now in the condition list the community membership condition is not found.  to reproduce the second error 1) create a base ps 2) add a data cfss 4) configure a usage strategy  click create condition    in the list of conditions community member ship condition is disabled  but it can be dragged into dropzone which should not be possible.    
HX17649,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,  the product priority list is not updated.     when introducing the possibility to create multiple versions directly in active state in a single transaction  we failed to consider that the product priority list had to be updated.  we didnt have to update the product priority list in create transactions previously because we couldnt create directly in active state.     just like in the updateproductofferingtransaction the product priority list needs to be updated in the createproductofferingtransaction. keep in mind that its possible to create multiple (active) versions in a single transaction. it should be enough to update the list for the last active version only. dont just get the last version though as it could be in definition state.
HX17649,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,  the product priority list is not updated.     when introducing the possibility to create multiple versions directly in active state in a single transaction  we failed to consider that the product priority list had to be updated.  we didnt have to update the product priority list in create transactions previously because we couldnt create directly in active state.     just like in the updateproductofferingtransaction the product priority list needs to be updated in the createproductofferingtransaction. keep in mind that its possible to create multiple (active) versions in a single transaction. it should be enough to update the list for the last active version only. dont just get the last version though as it could be in definition state.
HX17649,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,  the product priority list is not updated.     when introducing the possibility to create multiple versions directly in active state in a single transaction  we failed to consider that the product priority list had to be updated.  we didnt have to update the product priority list in create transactions previously because we couldnt create directly in active state.     just like in the updateproductofferingtransaction the product priority list needs to be updated in the createproductofferingtransaction. keep in mind that its possible to create multiple (active) versions in a single transaction. it should be enough to update the list for the last active version only. dont just get the last version though as it could be in definition state.
HX18238,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,  ecm  and others  are unable to provision a lot of the testdata when validation is enabled.     as part of pbi-192 ps validation was introduced to guard against faulty configuration on the catalog management interface. the new validation requires certain mandatory characteristics to be present and correct on the ps (productspecificationmusthavedefaultcharacteristicsvalidationrule). the old testdata is missing some of these mandatory characteristics and thus the validation fails.     it has been decided with dat that we should not only validate the characteristics but programmatically fix the testdata by decorating product specifications before persisting them (see com.ericsson.bss.rmca.entitymodificationimpl.internal.decorator.decorators).  the validation should be kept  i believe  and the decorator should only add the missing mandatory characteristics (based on the ps type). so if a mandatory characteristic exists on the ps we dont silently overwrite it with the decorator but let it fail in validation if its incorrect.
HX18238,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,  ecm  and others  are unable to provision a lot of the testdata when validation is enabled.     as part of pbi-192 ps validation was introduced to guard against faulty configuration on the catalog management interface. the new validation requires certain mandatory characteristics to be present and correct on the ps (productspecificationmusthavedefaultcharacteristicsvalidationrule). the old testdata is missing some of these mandatory characteristics and thus the validation fails.     it has been decided with dat that we should not only validate the characteristics but programmatically fix the testdata by decorating product specifications before persisting them (see com.ericsson.bss.rmca.entitymodificationimpl.internal.decorator.decorators).  the validation should be kept  i believe  and the decorator should only add the missing mandatory characteristics (based on the ps type). so if a mandatory characteristic exists on the ps we dont silently overwrite it with the decorator but let it fail in validation if its incorrect.
HX18238,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,  ecm  and others  are unable to provision a lot of the testdata when validation is enabled.     as part of pbi-192 ps validation was introduced to guard against faulty configuration on the catalog management interface. the new validation requires certain mandatory characteristics to be present and correct on the ps (productspecificationmusthavedefaultcharacteristicsvalidationrule). the old testdata is missing some of these mandatory characteristics and thus the validation fails.     it has been decided with dat that we should not only validate the characteristics but programmatically fix the testdata by decorating product specifications before persisting them (see com.ericsson.bss.rmca.entitymodificationimpl.internal.decorator.decorators).  the validation should be kept  i believe  and the decorator should only add the missing mandatory characteristics (based on the ps type). so if a mandatory characteristic exists on the ps we dont silently overwrite it with the decorator but let it fail in validation if its incorrect.
HX18324,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0, inconsistant time taken during rmca cache lookup using publicqueryfactory for some specific entities     while calling rmca cache for productoffering and resourcespecification   the time taken for retrival using publicqueryfactory is not consistantly replying. sometime it is coming in 1ms and sometimes it is taking >40ms to get from cache. below is our implementation and usage of the publicqueryfactory.                  start = system.currenttimemillis();                 list = mypublicqueryfactory.of(clazz).forentity(id)                                                      .withtargetlanguage(locale)                                                      .appendfilter(validforfilter)                                                      .appendparameter(unfilteredrelationsfromparameter)                                                      .withrequestproperty(online_read)                                                      .execute();                                      log.warn("performance test time taken for rmca cdac getfromview with locale call : locale : {}  entityname : {}  id:{}  time: {} milliseconds. " locale.getlanguage()  clazz.getname()  id   (system.currenttimemillis() - start));                  same call in 2 instances for the same id    instance 1:   2018-08-30t14 00.290+0200 | warn  | qtp97701846-581  | .r.e.c.r.c.i.catalogaccessorimpl | ogproxy.impl.catalogaccessorimpl  302 | 232 - com.ericsson.bss.rm.edm.common.rmcaaccess - 1.22.11 | performance test time taken for rmca cdac getfromview call : : entityname : com.ericsson.bss.rmca.entityserviceviews.cdac.productoffering  id:4e69e5429304e332ad36a7b8cdf39302  time: 48 milliseconds.  instance 2:   2018-08-30t15 17.116+0200 | warn  | tp97701846-18186 | .r.e.c.r.c.i.catalogaccessorimpl | ogproxy.impl.catalogaccessorimpl  302 | 232 - com.ericsson.bss.rm.edm.common.rmcaaccess - 1.22.11 | performance test time taken for rmca cdac getfromview call : : entityname : com.ericsson.bss.rmca.entityserviceviews.cdac.productoffering  id:4e69e5429304e332ad36a7b8cdf39302  time: 1 milliseconds  because of this   our overall response time is getting issue.  attaching the whole product offering from the rmca rest query.and product offering details for specific id   the time taken form retrival from cache should be less and consistant.
