prNumber,APM,Network,DB,Interpreter,Error.Handling,Logging,Lang,Data.Structure,i18n,Setup,Logic,Microservices,Test,Search,IO,UI,Parser,Security,Big.Data,Event.Handling,App,corpus
powertoys-1503,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,implemented a solution to issue #585: fancyzones: alignment/snapping/ruler    this pr implements one aspect of issue #585 now windows in the canvas zone editor will snap to each other when being moved and resized         585 *      (      closed #1277 in favor of this pr because i messed up the history on the other branch    manually tested the canvas zone editor in various scenarios
powertoys-1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,    removed out the failing unit tests projects of svgpreviewhandler and previewhandlercommon from the solution these will be add back after fixing the tests changed the output directories of unit tests project to not interfere with product dlls      1567     1 validated both debug and release config2 validate msi and msix by launching fanzyzoneeditor
powertoys-1583,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,    removed out the failing unit tests projects of svgpreviewhandler and previewhandlercommon from the solution these will be add back after fixing the tests changed the output directories of unit tests project to not interfere with product dlls      1567     1 validated both debug and release config2 validate msi and msix by launching fanzyzoneeditor
powertoys-1583,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,    removed out the failing unit tests projects of svgpreviewhandler and previewhandlercommon from the solution these will be add back after fixing the tests changed the output directories of unit tests project to not interfere with product dlls      1567     1 validated both debug and release config2 validate msi and msix by launching fanzyzoneeditor
powertoys-1589,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,   - added shortcuts guide and powerrename settings pages- stylized textstyles and margins- added visualstate logic for sidepanel containing eg learn more buttons and contributors list #889 #1484 #1482 #1579        *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #xxx        
powertoys-1589,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,   - added shortcuts guide and powerrename settings pages- stylized textstyles and margins- added visualstate logic for sidepanel containing eg learn more buttons and contributors list #889 #1484 #1482 #1579        *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #xxx        
powertoys-1589,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,   - added shortcuts guide and powerrename settings pages- stylized textstyles and margins- added visualstate logic for sidepanel containing eg learn more buttons and contributors list #889 #1484 #1482 #1579        *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #xxx        
powertoys-1610,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,    this pr  1519 and also fixes #751         1519 and  #751*      (  *        the reason for these crashes is finally known and has been mitigated in this pr it comes down to instances of grideditor and canvaseditor persisting after the editor window is closed when clicking cancel they stay alive and are still subscribed to events happening to the currently active model this pr adds checks which prevents these old instances of becoming awake and crashing    
powertoys-1610,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,    this pr  1519 and also fixes #751         1519 and  #751*      (  *        the reason for these crashes is finally known and has been mitigated in this pr it comes down to instances of grideditor and canvaseditor persisting after the editor window is closed when clicking cancel they stay alive and are still subscribed to events happening to the currently active model this pr adds checks which prevents these old instances of becoming awake and crashing    
powertoys-1610,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,    this pr  1519 and also fixes #751         1519 and  #751*      (  *        the reason for these crashes is finally known and has been mitigated in this pr it comes down to instances of grideditor and canvaseditor persisting after the editor window is closed when clicking cancel they stay alive and are still subscribed to events happening to the currently active model this pr adds checks which prevents these old instances of becoming awake and crashing    
powertoys-1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    adds a information bar in case of blocked element is present in svg fix warning from msi solution because of element referencing variable from other componentunit tests have been tested locally by adding the unit tests project to the solution unit tests project will be added in the solution file as part of different issue image how the info bar looks like on top of preview ( please review the items on the pr checklist before submitting-->     963 *        *   validate with both msi and msix installation
powertoys-1620,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,    adds a information bar in case of blocked element is present in svg fix warning from msi solution because of element referencing variable from other componentunit tests have been tested locally by adding the unit tests project to the solution unit tests project will be added in the solution file as part of different issue image how the info bar looks like on top of preview ( please review the items on the pr checklist before submitting-->     963 *        *   validate with both msi and msix installation
powertoys-1620,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,    adds a information bar in case of blocked element is present in svg fix warning from msi solution because of element referencing variable from other componentunit tests have been tested locally by adding the unit tests project to the solution unit tests project will be added in the solution file as part of different issue image how the info bar looks like on top of preview ( please review the items on the pr checklist before submitting-->     963 *        *   validate with both msi and msix installation
powertoys-1633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,    open editor by clicking button or by hotkey with different zone-settings      846
powertoys-1633,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,    open editor by clicking button or by hotkey with different zone-settings      846
powertoys-1633,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,    open editor by clicking button or by hotkey with different zone-settings      846
powertoys-1639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,    tests for editing template layouts in editor      846
powertoys-1639,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,    tests for editing template layouts in editor      846
powertoys-1639,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,    tests for editing template layouts in editor      846
powertoys-1648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,    open editor apply template layout check if zones-settings were changed      846
powertoys-1648,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,    open editor apply template layout check if zones-settings were changed      846
powertoys-1648,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,    open editor apply template layout check if zones-settings were changed      846
powertoys-1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,    added checks for zones count and type in editor templates edit tests      846
powertoys-1667,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,    added checks for zones count and type in editor templates edit tests      846
powertoys-1667,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,    added checks for zones count and type in editor templates edit tests      846
powertoys-1670,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,    replace utf8writer and manual serilalization from editor with jsonserializer this makes this part of code easier to maintain and less error prone if possible changes are made in this area      1672
