issueNumber,prNumber,Util,Network,i18n,Test,IO,corpus
5172.0,5182,1.0,0.0,1.0,1.0,1.0,fix replay refcount leaking items between connections this pr updates observablereplay and flowablereplay for x to not leak items between reconnections when run with refcount the replay operator is designed to hold onto the buffer even after its completion so late subscribers can still receive the cached data only a new connect clears this data which may or may not happen since refcount ensures that there wont be any latecommers to an already completed connection because it also drops its current subscribers on termination or when reaching zero the replay can be reset to an empty staterelated merging
5185.0,5189,1.0,0.0,1.0,1.0,1.0,fix concatmapeager should accept for prefetch fixes a bug that flowableconcatmapeager mapper maxconcurrency prefetch and observableconcatmapeager mapper maxconcurrency prefetch operators will not accept and negative numbersreported in i believe a breaks the internals of the operator and has the completely opposite effect taking more memory i am sorry with the wrong fixis it only necessary to modify the document is it only necessary to modify the documentyes please modify only the javadoc thank you also i think that the test case name is wrong so i modifed it merging
5154.0,5199,1.0,0.0,0.0,1.0,1.0,increase timeout on parallel & completable tests this pr increases the timeout on completabletest test methods and on parallelflowabletestparallelismandprefetchasync related merging
5179.0,5199,1.0,0.0,0.0,1.0,1.0,increase timeout on parallel & completable tests this pr increases the timeout on completabletest test methods and on parallelflowabletestparallelismandprefetchasync related merging
5128.0,5202,1.0,1.0,1.0,1.0,1.0,add resilient versions of parallel map filter & doonnext this pr adds new overloads to parallelflowable operators map filter and doonnext to enable per item error handling in case the main function fails with some exception javaflowablerange parallel map v v parallelfailurehandlingskip sequential test assertresult the new parallelfailurehandling has some default enumeration values to handle the common cases in addition the bifunction overload allows bounded retries and or conditional handling of failuresrelated merging
5203.0,5207,1.0,0.0,1.0,1.0,1.0,prevent tasks to self interrupt on the standard schedulers task wrappers of the various schedulers and modes direct & worker were able to get cancelled via interruption from the same thread they were runningrelated merging
5130.0,5208,1.0,0.0,0.0,0.0,1.0,fix images of firstelement flattenasx flatmapiterable this pr links in the new images from for previously misleading marble diagrams of the operators merging
5148.0,5210,1.0,0.0,0.0,0.0,1.0,better documentation on the abstract consumer classes this pr improves the documentation of the abstract consumer classes such as disposablesubscriber resourcesubscriber and their counterparts for the other base reactive typesit contains a lot of copy paste so please read through all of the text in case the text was not properly adapted to the abstract class at handrelated merging
5145.0,5223,1.0,0.0,1.0,0.0,1.0,improve the documentation of schedulers utility class this pr improves the javadoc of the ioreactivexschedulersschedulers utility class plus adds a missing schedulersupport constant for the single schedulerlet me know if something needs further explanation or some new case needs explanation related merging
5246.0,5247,1.0,0.0,0.0,1.0,1.0,fix flowabletolist onnext cancel race this pr fixes the nullpointerexception that can happen because cancel nulls out the value and onnext simply dereferences that value in flowabletolist reported in merging
